"Hackathon Name","Link","Organisation","Locality","Experience","Description","Registration Date","Submission Date","Team Number","Genre","Image Link","Prizes","Notes","Ranking","Team","Winners","Product"
"Shopee UltraHackathon 2021","https://careers.shopee.sg/ultrahackathon/","Shopee","Singapore","Beginner","Shopee believes that online shopping should be accessible, easy and enjoyable. This is the vision Shopee aspires to deliver on our platform, every single day.

To become the top ecommerce platform in the region, we believe that having a strong technical team is key. In Shopee Ultra-Hackathon 2021, we are looking for talented and enthusiastic developers across the region to come together to ideate and build a better platform for millions of users across the region!

We would love to work with the best minds to make the Shopee platform better than ever.

","2020-11-14T16:00:00.000Z","2021-01-30T16:00:00.000Z","3-5","Software Development","shopeeultra2021.png"
"Google Codejam 2021","https://codingcompetitions.withgoogle.com/codejam","Google","International","Advanced","Code Jam is Google's longest running global coding competition, where programmers of all levels put their skills to the test. Competitors work their way through a series of online algorithmic puzzles to earn a spot at the World Finals, all for a chance to win the championship title and $15,000.
","2021-03-26T16:00:00.000Z","2021-03-26T16:00:00.000Z","1","Algorithm","codejam2021.png"
"Innolympics 2021","https://www.innolympics.io/","NCS","Singapore","Advanced","The inaugural NCS Innolympics is an annual tournament for Asia’s leading innovators to display their problem-solving prowess in a tournament of mental agility and creativity for maximum positive social impact. At NCS we're huge fans of innovating to solve problems for the greater good.
","2021-02-27T16:00:00.000Z","2021-03-26T16:00:00.000Z","3-6","Innovation","ncs_innolympics2021.png"
"Hack For Good 2021","https://dsc.comp.nus.edu.sg/hack4good","DSC NUS","Singapore","Beginner","DSC SoC presents Hack For Good,a  student-run  hackathon  whichseeks to inspire students to learnand  use  technology  for  socialcauses. Our innovation challengeis  unique  in  that  we  are  posingreal problem statements providedby NPOs in Singapore.","2021-03-04T16:00:00.000Z","2021-03-16T16:00:00.000Z","1-4","Software Development","hackforgood2021.png"
"2021 Better Working World Data Challenge","https://datascience.ey.com/challenges","Ernst & Young","International","Intermediate","In close partnership with Microsoft, the 2021 Better Working World Data Challenge is aimed at attracting students with an interest in making a real-world impact. The Challenge is a global 12-week challenge for students with an interest in data science, culminating in an awards ceremony with cash prizes for winners.

Participants will use satellite data supplied by NASA to help tackle climate change and the fight against bushfires using applied AI. The solutions from the Challenge will help to reduce fatalities, damage and trauma by allowing fire authorities to answer critical questions, such as who they need to warn and what locations need to be evacuated.","2021-03-23T16:00:00.000Z","2021-06-14T16:00:00.000Z","1-4","Data Science","ey2021.jpg"
"2021 UAiTED Innovation Competition","https://uaited.ust.edu.tw/eventsession/cont?sid=0K079590017163884959","UAiTED","Regional","Intermediate","The 2021 UAiTED Innovation Competition is designed to:
Leverage high-tech innovation to facilitate ideas and solutions for problems related to some categories among the 17 Sustainable Development Goals (SDGs) announced by the United Nations (UN).
Facilitate cross-regional, multicultural, and interdisciplinary global talent development.","2021-04-03T16:00:00.000Z","2021-04-03T16:00:00.000Z","4-6","Innovation","uaited.jpg"
"CODE_EXP 2021","https://www.dsta.gov.sg/brainhack","DSTA","Singapore","Beginner","Harness the power of mobile app technologies to tackle some of the biggest challenges we face today! Form teams to design and develop solutions that leverage hybrid mobile application and cloud technologies and compete in this exciting hackathon. Online training will be provided on the afternoons of 7, 8, 10 and 11 June to ensure you have an engaging and fruitful Hackathon experience.","2021-05-13T16:00:00.000Z","2021-05-13T16:00:00.000Z","4-5","Mobile App Development","codeexp.png"
"Cyber Defenders Discovery Camp 2021","https://www.dsta.gov.sg/brainhack","DSTA","Singapore","Beginner","Put your cybersecurity skills to the test! Take part in an exhilarating 48-hour team Jeopardy-style Capture-The-Flag competition from 23 to 25 June.

","2021-05-30T16:00:00.000Z","2021-05-30T16:00:00.000Z","4","Capture-The-Flag (CTF)","CDDC.png"
"XRperience 2021","https://www.dsta.gov.sg/brainhack","DSTA","Singapore","Intermediate","Come experience the possibilities enabled by eXtended Reality (XR) – from hands-on creation of XR content to developing XR solutions for real use cases. Featuring hands-on workshops and a competition, XR will definitely captivate your attention.
","2021-05-30T16:00:00.000Z","2021-05-30T16:00:00.000Z","1-5","Extended Reality","XR2021.png"
"Hack Alliance 2021","https://www.tinyurl.com/hackalliance2021","Dell x NTU","Singapore","Intermediate","NTU CoE and Dell are organising a university-wide hackathon, spanning across eight weeks between 14 May to 23 July. This is YOUR chance to attain product management and business communication skills from product ideation and development to marketing. You will also be under the guidance of industry mentors from Dell through the entire journey. All you need to do is form a team of five with at least one member each from business, engineering, and any other discipline.","2021-05-06T16:00:00.000Z","2021-05-06T16:00:00.000Z","5","Product Development","hackalliance.png"
"Lifesavers' Innovation Challenge 2021","https://www.scdf.gov.sg/scdf_innovation_challenge/About","SCDF x IBM","Singapore","Intermediate","We are looking for innovative solutions that can radically improve our society’s readiness to respond. Participants would present an innovative business idea, integrating the use of AI, ML and IoT capabilities from IBM cloud, to craft their response to one of the problem statements.

","2021-05-28T16:00:00.000Z","2021-06-10T16:00:00.000Z","5","Innovation","scdfxibm.png"
"SDG Open Hack Singapore 2021","https://www.ggef.com/sdgopenhack","GGEF","Singapore","Advanced","The SDG Open Hack is an atypical hackathon that promotes innovation & entrepreneurship, cultivates leadership, creativity, mobility, international competence, and teamwork ability.

It is open to university students, encourages cross universities and disciplines to form a team to solve societal and/or environmental challenges, by way of learning UN 17 SDGs. ","2021-05-14T16:00:00.000Z","2021-05-21T16:00:00.000Z","1","Solution Development","ggef2021.png"
"Starburst x NTU NTC Hackathon","https://www.ntu.edu.sg/ntc/starburst-ntc-hackathon","Starburst x NTU","NTU Only","Beginner","Innovation is at the heart of everything and it is an essential skill for the 21st century. In collaboration with Starburst Aerospace, Nanyang Technopreneurship Center (NTC) will be launching a hackathon for students to work with companies to bring forth exciting innovations and concrete ideas for our aviation industry. As the first and only global aerospace accelerator, Starburst is an innovation catalyst in the space, aviation and defense industry. They assist teams made up of entrepreneurs and scientists to transform their ideas into marketable products.","2021-05-10T16:00:00.000Z","2021-06-20T16:00:00.000Z","1-4","Innovation","starburst2021.png"
"Data Mover Challenge 2021","https://www.nscc.sg/data-mover-challenge-2021/","NSCC","International","Advanced","The international Data Mover Challenge (DMC) is an annual competition that aims to bring together experts from industry and academia in a bid to test their software and solutions for transferring huge amounts of research data. DMC seeks to challenge international teams to come up with the most advanced and innovative solutions for data transfer across servers located in various countries that are connected by 100Gbps international research and education networks.
","2021-06-29T16:00:00.000Z","2021-10-30T16:00:00.000Z","1+","High-Performance Computing","datamover2021.png"
"Global Youth Challenge","https://globalyouthchallenge.agorize.com/en/challenges/global-youth-challenge?lang=en","Movin’On","International","Intermediate","As the world changes and the sustainable mobility ecosystem gathers to find solutions to tomorrow’s challenges, it’s imperative the younger generation takes a leading role in climate change.
","2021-05-22T16:00:00.000Z","2021-05-26T16:00:00.000Z","1","Sustainable Mobility","gyc2021.png"
"Seagate CORTX Integration Challenge: Singapore","https://bit.ly/2Twu4cx","Seagate","Singapore","Beginner","Change the way the world does data by connecting CORTX™— Seagate’s open-source object storage software — with the tools and platforms that underpin the data revolution.
","2021-08-02T16:00:00.000Z","2021-08-02T16:00:00.000Z","1-6","Solution Development","seagatecortx.png"
"Engineering Innovation Challenge 2021","https://www.science.edu.sg/for-schools/competitions/energy-innovation-challenge","IES","Regional","Beginner","This competition aims to interest, excite and enable students to understand and experience how engineering plays a part in energy innovation. ","2021-07-13T16:00:00.000Z","2021-08-31T16:00:00.000Z","5","Radiation Engineering","eic2021.png"
"Build On, ASEAN 2021
","https://www.buildonasean2021.com/","AWS","Regional","Beginner","Amazon Web Services (AWS) is excited to announce the launch of Build On, ASEAN 2021, a competitive hackathon that challenges the community to create technological initiatives and solutions to address challenges faced by our participating sponsors. Engage, collaborate, and innovate with AWS.","2021-06-26T16:00:00.000Z","2021-06-29T16:00:00.000Z","3-5","Solution Development","awsasean2021.png"
"CodeFiesta 2021","https://codefiesta.sg/","GovTech","Singapore","Beginner","CodeFiesta 2021 is a 10-day event, comprising of a series of workshops and a virtual hackathon. The event is free and open to all students.

It is organised by a student organising committee in collaboration with GovTech Singapore, with the aim to provide students a platform to solve real-world challenge statements, network with their peers and tech experts, and explore possible careers in technology
","2021-06-19T16:00:00.000Z","2021-07-03T16:00:00.000Z","3-4","Solution Development","codefiesta2021.png"
"SMU LIT Hackathon 2021","https://lithackathon21.xyz/","SMU","Singapore","Beginner","This Hackathon seeks to allow participants to appreciate the synergy between technology and the legal sphere. During this event, law firms provide a set of Problem Statements, which covers diverse topics such as automating research, legal analytics and access to justice. Participant teams will choose a single Problem Statement provided and build a prototype solution.

","2021-07-17T16:00:00.000Z","2021-08-14T16:00:00.000Z","3-5","Legal","smulit2021.png"
"Facebook Hacker Cup 2021","https://www.facebook.com/codingcompetitions/hacker-cup","Facebook","International","Advanced","Hacker Cup is Facebook's annual open programming competition. Open to participants around the world, we invite you to apply problem-solving and algorithmic coding skills to advance through each year’s online rounds, win prizes, and have a chance to make it to the global finals and win the grand prize.","2021-08-27T16:00:00.000Z","2021-08-27T16:00:00.000Z","1","Algorithm","fbhackercup.png"
"Citi HackOverflow 2021","https://citi.avature.net/eventsEN/ProjectDetail/Singapore-Central-Singapore-Singapore-2021-Citi-Singapore-Virtual-Hackathon-Citi-HackOverflow/14445","Citigroup","Singapore","Beginner","Join us in making revolutionary changes to the banking industry! 

You will be working with your team mates on a problem statement that solve real life problem which is relevant to showcase your skills and creativity. There will be no restrictions on coding languages, frameworks, libraries and tools.
","2021-07-18T16:00:00.000Z","2021-07-18T16:00:00.000Z","4-5","Solution Development","citihack2021.png"
"Asean Green Research Hackathon","https://www.greenresearchhackathon.com/","Singapore College of Insurance","Regional","Advanced","Singapore College of Insurance (SCI), in collaboration with the ASEAN Insurance Council (AIC) is organising this inaugural hackathon to generate greater awareness about green insurance and sustainable risk management; and to also bring together the best minds from the industry and beyond to be involved in the discussion and development of various innovative solutions that are necessary to address the growing need of and demand for both corporate responsibility and environmental sustainability.

","2021-08-26T16:00:00.000Z","2021-08-31T16:00:00.000Z","1-5","Green Insurance","aseaninsurance2021.png"
"PSA Hackathon 2021","https://www.psacodesprint.com/","PSA","Singapore","Intermediate","PSA Hackathon 2021","2021-08-30T16:00:00.000Z","2021-08-30T16:00:00.000Z","1-4","Solution Development","psa2021.png"
"MSC Maritime Digital Challenge 2021","https://www.maritimesgconnect.com/whats-happening/mmdc2021","Maritime Singapore Connect","Singapore","Advanced","Pit your tech skills against real-world challenges posed by leading maritime companies at the MSC Maritime Digital Challenge (MMDC).

Along the way, gain valuable credentials, secure internships and get mentored by industry executives from Eastport Maritime, Kanda (in collaboration with Eastern Pacific Shipping) and Torvald Klaveness. Winning teams receive cash prizes of up to $3,500 per team too.

","2021-08-18T16:00:00.000Z","2021-08-18T16:00:00.000Z","2-4","Solution Development","msc2021.png"
"Singapore Airlines AppChallenge 2021","https://appchallenge.singaporeair.com/en/challenges/students-2021","Singapore Airlines","Singapore","Intermediate","Shortlisted teams will receive dedicated mentoring sessions from aviation experts, business coaches and a chance to pitch their ideas to Singapore Airlines senior management who will be part of the judging panel. Up to 500,000 KrisFlyer Miles and Singapore Airlines Merchandise to be won.

","2021-08-22T16:00:00.000Z","2021-08-22T16:00:00.000Z","1-3","Solution Development","sia2021.png"
"Virtual Accounting Innovation Challenge 2021","https://accountinghack.sg/","Singapore Accountancy Commission","Singapore","Intermediate","Showcase your skills and creativity and create a solution to solve the business issues faced by accounting professionals in the region's biggest accounting hackathon. Come build the future of accounting!

","2021-09-12T16:00:00.000Z","2021-09-12T16:00:00.000Z","2-4","Accounting","aic2021.png"
"What The Hack: Environment","https://sutdwth.com/","SUTD","Singapore","Beginner","What The Hack is SUTD's annual hackathon that aims to bring together people of various disciplines and provide them with a platform to find innovative solutions to meaningful real-world problems.
This year’s theme is Environment, of which there will be four problem themes related to this overarching theme - Built Environment, Waste Management, Natural Environment and Transportation. Participants will have to tackle an issue from within one of these problem domains using solutions that fall under at least one of these four technological categories - Software Platforms, Internet of Things, Artificial Intelligence and Computational Fabrication. Due to the current COVID-19 situation, What The Hack 2021 will be held virtually!","2021-09-10T16:00:00.000Z","2021-09-19T16:00:00.000Z","2+","Solution Development","whatthehack2021.png"
"SBS Transit Hackathon 2021","https://www.surveymonkey.com/r/sbsthackathon","SBS","Singapore","Intermediate","SBS Transit (a member of ComfortDelgro) is organising a Hackathon themed “Transcend with Technology”

They are calling for interested and creative students to look at one or more of their 6 problem statements.

Registration can be on an individual or team basis of maximum of 5 members.

The Hackathon will be in 2 phases

Phase 1 of the Hackathons : Submission of ideation proposals

Phase 2 of the Hackathon : Shortlisted proposals will go into project work stage

","2021-09-09T16:00:00.000Z","2021-09-29T16:00:00.000Z","1-5","Solution Development","sbs2021.png"
"UKSAEI Climate Change Hackathon","https://forms.office.com/pages/responsepage.aspx?id=mqsYS2U3vkqsfA4NOYr9T0Z613Sh_rNDoToC6v-dej5UNzc0VTRBSklWSFZJRjAyUjE4TTI0R1pLQS4u","UKSAEI","UK + Singapore","Intermediate","The UKSAEI Climate Change Hackathon aims to support the global campaign #RacetoZero to rally momentum amongst universities and businesses by generating innovative ideas from students to address the global climate issue.","2021-09-16T16:00:00.000Z","2021-09-16T16:00:00.000Z","1","Solution Development","UKSAEI.png"
"ST Logistics Innovation Challenge 2021
","https://innovatewithstl.com/","ST Logistics","Singapore","Intermediate","We are inviting university students to participate in this challenge not only for the chance to collaborate with a major supply chain and logistics company, test-bed and gain funding to develop solutions, but also to play a critical role in building a more technologically-enabled Singapore.*

","2021-09-23T16:00:00.000Z","2021-09-23T16:00:00.000Z","1-5","Solution Development","stl2021.png"
"Code for Good 2021","https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210164222/?utm_medium=SandboxSG&src=SandboxSG","JP Morgan","Singapore","Intermediate","At our Code for Good event, we bring coders and non-profit organizations together to solve real-world technical problems. You will experience firsthand how we use technology to inspire change, foster inclusion and make a difference in our communities. Work alongside our tech experts. Meet our recruiting teams and experience what it’s like to work as an engineer at J.P. Morgan.

","2021-09-25T16:00:00.000Z","2021-09-25T16:00:00.000Z","1","Social Solution","jpm2021.png"
"Supply Chain Hackathon 2021","https://bit.ly/tyshacks","Young SEAkers","Singapore","Intermediate","The Young SEAkers proudly presents our first ever Supply Chain Hackathon, supported by YCH. With a regional focus, the Supply Chain Hackathon aims to bring together youths and students of ASEAN nationality (Brunei, Myanmar, Cambodia, Indonesia, Laos, Malaysia, Philippines, Singapore, Thailand and Vietnam) to delve deeper into the supply chain realm and generate innovative ideas to tackle some of the real-life issues faced by the industry at large.
","2021-09-28T16:00:00.000Z","2021-10-02T16:00:00.000Z","1","Supply Chain","youngseakers2021.png"
"MLDA DLW HACKATHON","https://www.ntu.edu.sg/eee/student-life/mlda/deep-learning-week/deep-learning-week-2021/mlda-dlw-hackathon","NTU MLDA","Singapore","Beginner","DLW Hackathon is a 48-hour virtual Hackathon, dedicated to hacks with Machine Learning and Artificial Intelligence (ML/AI), conducted fully virtual in Gather.town
","2021-10-10T16:00:00.000Z","2021-10-14T16:00:00.000Z","1-4","Machine Learning","mlda2021.png"
"TCS Sustainathon","https://www.sustainathon.tcsapps.com/events/ongoing/SG2021","TCS Sustainathon","Singapore","Intermediate","The world is changing, and we want to enable future-ready and inclusive education for Singapore through technology and Innovation. Join us to become a force in driving for a better and more sustainable future.","2021-11-25T16:00:00.000Z","2021-11-25T16:00:00.000Z","1-4","Ideathon","tcs2021.png"
"InfoSecurity Challenge (TISC) 2021","https://www.csit.gov.sg/tisc/tisc-home","CSIT","Singapore","Beginner","TISC is an online challenge organised by CSIT since 2020. It provides opportunities for interested Singaporeans to put their cybersecurity and programming skills to the test by solving challenging puzzles against the clock
","2021-11-13T16:00:00.000Z","2021-11-13T16:00:00.000Z","1","Cyber Security","csit2021.png"
"Pwc Hackathon Challenge 2021","https://www.pwc.com/sg/en/events/hackathon-challenge-2021.html","PWC","Singapore","Intermediate","This year, PwC Singapore is hosting its first Hackathon Challenge where undergraduate students are given the opportunity to showcase their skills and knowledge in the cybersecurity field. Students get to put their skills to work in new ways as they navigate through real-world complex questions, designed to hone their expertise in tackling today’s cloud challenges.","2021-11-23T16:00:00.000Z","2021-11-30T16:00:00.000Z","4","Cyber Security","pwc2021.png"
"FPG Fit Hack 2021","https://fpgfithack.com.sg/","FairPrice Group","Singapore","Intermediate","Led by FairPrice Group (FPG), Food, Innovation & Technology (FIT) Hack is all about discovering new ideas, concepts and business models from students in order to build a more sustainable world.

","2021-11-18T16:00:00.000Z","2021-11-18T16:00:00.000Z","2-5","Food, Innovation & Technology","fpg2021.png"
"HTX Investigators’ Challenge 2021
","https://www.htxic2021.com/","HTX","Singapore","Intermediate","HTX Investigators’ Challenge 2021 is a fully gamified Capture-the-Flag virtual event that will involve a wide variety of challenges to showcase HTX’s capabilities in science and technology domains.
","2021-11-30T16:00:00.000Z","2021-12-19T16:00:00.000Z","3-5","Cyber Security","htx2021.png"
"GS ENGage 2021","https://hackolosseum.apixplatform.com/hackathon/gsengage2021","Goldman Sachs","Singapore","Intermediate","We seek to engage with engineers and showcase exciting problems at Goldman Sachs. Demonstrate your creative coding and problem-solving skills at GS ENGage 2021. Apply to participate and meet fellow developers from the area while learning about our work in engineering. ","2021-12-21T16:00:00.000Z","2022-02-27T16:00:00.000Z","1-6","Solution Development","goldman2021.png"
"Huawei Cloud Spark 2021","https://huawei.agorize.com/en/challenges/hackathonsg2022","Huawei","Singapore","Intermediate","Join the HUAWEI CLOUD SPARK Hackathon Singapore 2022 to stand a chance to win up to USD15,000 (in cash) per team, and get fast-tracked into the final stages of interviews for dedicated job opportunities within Huawei and the Spark Program portfolio startups.","2022-01-15T16:00:00.000Z","2022-03-17T16:00:00.000Z","2-4","Solution Development","huawei2021.png"
"Appetizier Hackathon 2021","https://www.api-appetizer.com/","Coasean","South-east Asia","Advanced","The theme of the hackathon:
New Normal in the POST-COVID-19 Era,
The Beginning of Innovation using Cloud","2021-12-22T16:00:00.000Z","2022-01-26T16:00:00.000Z","1-5","API Development","api2021.png"
"Singapore Global Game Jam 2022","https://globalgamejam.org/2022/jam-sites/singapore-global-game-jam-2022","Global Game Jam","Singapore","Beginner","Are you interested in making games? Join Singapore Global Game Jam 2022 now!

GGJ SG is a casual non-competitive game jam for people interested in game creation (digital or board games). We welcome people of all experience levels - programmers, game designers, sound producers, artists and writers are all invited!

Event Details:
Date: 21 Jan 6pm - 23 Jan 6pm
Duration: 48 hours
Location: Virtual event on Discord

To Register:
Step 1: Form a group (5-6 recommended). If you can’t find a group, don’t worry! You can find a group on our Discord server or Jam by yourself!
Step 2: Sign up all your group members on our official GGJ jam site https://globalgamejam.org/2022/jam-sites/singapore-global-game-jam-2022
Step 3: Register for GGJ SG at https://forms.gle/q5YsM73ytvR2qW5F6

For more information, please contact ggj.sg2022@gmail.com","2022-01-20T16:00:00.000Z","2022-01-22T16:00:00.000Z","1+","Game Development","ggj2022.jpg"
"NUS Fintech Month","https://nusfintechmonth.comp.nus.edu.sg/","NUS","Singapore","Intermediate","The theme for this upcoming hackathon is all about ""Next-Generation Decentralized Applications"", such as DeFi, wallets, cross-chain applications, or even introducing decentralized technologies to different industries","2022-01-13T16:00:00.000Z","2022-01-28T16:00:00.000Z","2-5","Blockchain","nusft.png"
"IdeasJam NTU 2022","https://www.ntuideasjam.com/","NTU (Garage@EEE)","Singapore","Beginner","An ideathon with specially curated workshops and mentors to guide the participants in planning their best start-up ideas to solve the problem statement. Innovating change by supporting the SG 2030 Green Plan. Themes include Sustainable Living, City in Nature, Resilient Future and Energy Reset.

","2022-01-20T16:00:00.000Z","2022-01-22T16:00:00.000Z","1-5","Product Development","ideasjam2022.jpg"
"NUS Data Analytics Competition 2022","https://dac2022.tumblr.com/","NUS SDS","Singapore","Beginner","The Data Analytics Competition (DAC) 2022 is a data analytics competition organised by the NUS Statistics and Data Science Society. DAC2022 is for people of varying skill levels to learn how to explore and better appreciate data.

","2022-02-01T16:00:00.000Z","2022-02-11T16:00:00.000Z","3-5","Product Development","nusdac2022.png"
"hacksingapore","https://hacksingapore.com/","Tribe","Singapore","Intermediate","Enter the world of hacksingapore (also known as hacksg), a nationwide hackathon that brings together a community to tackle problems through emerging technologies — Blockchain, No-Code & Gaming. This is your chance to develop skills, explore new technologies, and test new innovative ideas to propel Singapore’s tech ecosystem forward. 

This January, we invite change-makers all over the country to join us from Wednesday, 5 January to Sunday, 3 April 2022 for a hybrid hackathon catered to technical & non-technical talents. Throughout the hackathon, hackers will have access to mentorship and workshops from the IMDA Team, community contributors, and the broader ecosystem.","2022-04-02T16:00:00.000Z","2022-04-02T16:00:00.000Z","1-4","Blockchain","hacksingapore2022.jpg"
"Eye-Spiring 2022","https://www.eyespiring.com/","Johnson & Johnson","Singapore","Intermediate","Johnson & Johnson Vision Hackathon is looking for like-minded, talented students and professionals to pit their wits and envision the future of eyecare. In the spirit of hacking, think of ideas as existing and waiting to be brought to life. If you have what it takes to build an app or a business solution, then join the hackathon today!
","2022-02-08T16:00:00.000Z","2022-02-12T16:00:00.000Z","1-4","Healthcare","eyespiring2022.png"
"iNTUition v8.0","https://intuition.ieeentu.com/","NTU","Singapore","Beginner","IEEE NTU student branch is pleased to announce that iNTUition v8, one of South East Asia’s largest 24-hour, hackathon, is right around the corner!","2022-02-23T16:00:00.000Z","2022-02-26T16:00:00.000Z","1-4","Solution Development","intuition2022.jpg"
"Shopee Code League 2022","https://careers.shopee.sg/codeleague","Shopee","Singapore","Intermediate","Shopee Code League is a 2-week coding league consisting of two rounds of coding competitions, open to all students and professionals.

This year, you will get to put your coding skills to the test by challenging yourself to solve algorithmic puzzles designed by our Shopee Engineering team. Participate with your buddies to solve real-world problems, and battle it out as the region’s coding champions.","2022-02-27T16:00:00.000Z","2022-03-25T16:00:00.000Z","3","Algorithms","shopee-code-league-2022.png"
"The Cyber League 2022","https://cyberleague.co/","N0H4TS","Singapore","Intermediate","Pioneered in 2020, the Cyber League is a cybersecurity movement that brings forth competitions through multiple levels. The Cyber League is fronted by N0H4TS and aims to provide a competitive platform for all students and professionals alike to hone their cybersecurity skillsets while competing at the highest level. We strive to build a thriving community of budding students and professionals to develop expertise and capabilities in cybersecurity for Singapore.","2022-04-13T16:00:00.000Z","2022-04-29T16:00:00.000Z","1-3","CyberSecurity","cyberleague2022.png"
